nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
1023,8/11/1993,day,Opus Consultancy Services,Piako River,Not Entered,,91,Piako R,1824237,5831713,15,66.3,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,205,297,V1
1024,8/11/1993,day,Opus Consultancy Services,Piako River,Not Entered,,91,Piako R,1824341,5829413,18,69.2,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,180,270,V1
1674,18/11/1992,9:00,Bioresearches,Lake Arapuni,Not Entered,,434.002,Waikato R,1834334,5768702,103,196,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
1675,18/11/1992,9:25,Bioresearches,Lake Arapuni,Not Entered,,434.002,Waikato R,1834138,5765801,103,198.8,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
1778,18/11/1992,10:40,Bioresearches,Lake Arapuni,Not Entered,,434.002,Waikato R,1833029,5772302,103,191.8,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
1780,19/11/1992,9:00,Bioresearches,Lake Arapuni,Not Entered,,434.002,Waikato R,1831523,5776202,103,187.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
1781,19/11/1992,10:50,Bioresearches,Mangare Stream,Not Entered,,434.32,Waikato R,1828521,5776998,110,187.2,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
1782,19/11/1992,10:00,Bioresearches,Lake Arapuni,Not Entered,,434.002,Waikato R,1830322,5776600,103,186.5,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
1784,20/11/1992,10:30,Bioresearches,Lake Arapuni,Not Entered,,434.002,Waikato R,1828919,5777999,103,186,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
1785,19/11/1992,10:20,Bioresearches,Lake Arapuni,Not Entered,,434.002,Waikato R,1831019,5779302,111,183.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,400,V1
1789,24/11/1992,9:00,Bioresearches,Lake Karapiro,Not Entered,,434.002,Waikato R,1833397,5795213,53,165.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
1790,24/11/1992,9:10,Bioresearches,Lake Karapiro,Not Entered,,434.002,Waikato R,1833401,5792812,53,168.2,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
1791,24/11/1992,9:55,Bioresearches,Lake Karapiro,Not Entered,,434.002,Waikato R,1833007,5788509,53,172.8,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
1793,24/11/1992,10:35,Bioresearches,Lake Karapiro,Not Entered,,434.002,Waikato R,1832913,5784007,53,177.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
1794,24/11/1992,10:15,Bioresearches,Lake Karapiro,Not Entered,,434.002,Waikato R,1833111,5785708,53,175.6,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V1
1871,23/01/2001,13:00,NIWA,Lake Rotoroa,Not Entered,,434.001,Waikato R,1800057,5814370,35,123.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,663,FALSE,FALSE,70,355,V1
1872,23/01/2001,13:00,NIWA,Lake Rotoroa,Not Entered,,434.001,Waikato R,1800057,5814370,35,123.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,862,FALSE,FALSE,60,340,V1
2351,1980-10,,NIWA,Whangamarino Swamp,Not Entered,,434.13,Waikato R,1789568,5866863,5,55.2,Electric fishing - Backpack,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
2854,18/11/1983,12:45,Fisheries Ministry North,Aka Aka Stream,Not Entered,,434.06,Waikato R,1758056,5872706,5,19.5,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
2855,15/02/1984,9:30,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1792973,5864468,7,59,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,52,FALSE,FALSE,,,V1
2856,10/02/1984,9:30,Fisheries Ministry North,Pungarehu Stream,Not Entered,,434.136,Waikato R,1792873,5864368,7,59.1,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
2863,26/02/1986,10:30,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1793473,5864569,7,59.5,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V1
2864,11/02/1986,14:18,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1784363,5869354,5,46.6,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,21,FALSE,FALSE,,,V1
2865,31/01/1986,10:22,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1784062,5869653,5,46.1,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
2868,29/01/1986,10:34,Fisheries Ministry North,Mangawara Stream,Not Entered,,434.2,Waikato R,1794120,5836765,15,91.6,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,42,FALSE,FALSE,,,V1
2869,15/01/1986,11:12,Fisheries Ministry North,Maramarua River,Not Entered,,434.131,Waikato R,1787661,5870660,5,52.6,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
2871,6/12/1985,14:06,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1784363,5869454,5,46.5,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V1
2872,4/12/1985,night,Fisheries Ministry North,Opuatia Stream,Not Entered,,434.14,Waikato R,1781985,5856648,7,60.6,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,10,FALSE,FALSE,,,V1
2873,3/12/1985,night,Fisheries Ministry North,Lake Whangape,Not Entered,,434.15,Waikato R,1783196,5850549,8,68.5,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
2874,28/11/1985,12:00,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1783161,5870351,5,44.9,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
2875,8/11/1985,18:20,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1783161,5870351,5,44.9,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
3018,1980,,Unknown Institution,Taringamotu River,Not Entered,,333.651,Whanganui R,1805399,5699243,240,271.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
3019,1980,,Unknown Institution,Ohura River,Not Entered,,333.54,Whanganui R,1788085,5709129,170,304.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
3186,1982,,NIWA,Waikato River,Not Entered,,434,Waikato R,1790510,5842460,9,80.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
3228,13/08/1979,,NIWA,Lake Ngaroto,Not Entered,,434.222,Waikato R,1801084,5796767,30,161.5,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
3229,19/05/1979,day,NIWA,Unnamed lake,Not Entered,,85.03,Wairoa R,1778308,5898144,40,18.3,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
3586,30/09/1980,10:30,Private Individuals,Pungarehu Stream,Not Entered,,434.136,Waikato R,1794680,5860271,8,63.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,150,300,V1
4026,22/11/1979,day,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1762856,5872615,4,20.5,Electric fishing - Backpack,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
4609,1982,,NIWA,Lake Whakamaru,Not Entered,,434.002,Waikato R,1847474,5741805,220,232.5,Observation - Observation,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
4610,1982,,NIWA,Lake Maraetai,Not Entered,,434.002,Waikato R,1843162,5750204,190,220.5,Observation - Observation,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
4611,1982,,NIWA,Lake Waipapa,Not Entered,,434.002,Waikato R,1834648,5757697,130,207.7,Observation - Observation,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
4612,1982,,NIWA,Lake Arapuni,Not Entered,,434.002,Waikato R,1830120,5778001,103,184.9,Observation - Observation,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
4613,1982,,NIWA,Lake Karapiro,Not Entered,,434.002,Waikato R,1823888,5799201,53,153,Other - Not listed,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
4699,1982,,NIWA,Lake Ohakuri,Not Entered,,434.002,Waikato R,1870386,5743932,285,260,Observation - Observation,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
4700,1982,,NIWA,Lake Atiamuri,Not Entered,,434.002,Waikato R,1864078,5746827,250,252.1,Observation - Observation,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
5043,1981,,Unknown Institution,Whanganui River,Not Entered,,333,Whanganui R,1779966,5582698,5,16,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
5863,27/09/1983,10:00,Waikato Regional Council,Lake Rotokawau,Not Entered,,434.161,Waikato R,1793899,5849767,10,76.1,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,155,FALSE,FALSE,150,450,V1
5941,23/02/1983,day,NIWA,Lake Kopuera,Not Entered,,434.161,Waikato R,1789087,5856260,9,75.4,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
5945,23/02/1983,day,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1788314,5839756,12,84.3,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
5946,23/02/1983,,NIWA,Waikato River,Not Entered,,434,Waikato R,1790410,5842660,9,80.2,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
6494,9/01/1985,10:30,Waikato Regional Council,Lake Rotomanuka,Not Entered,,434.24,Waikato R,1803580,5799971,55,140.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,80,,V1
7085,1/07/1984,,Unknown Institution,Lake Serpentine,Not Entered,,434.24,Waikato R,1803784,5797271,50,144.1,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
7113,27/11/1984,10:00,Waikato Regional Council,Lake Hakanoa,Not Entered,,434.18,Waikato R,1791412,5841762,9,81.7,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,100,300,V1
7114,29/11/1984,10:40,Waikato Regional Council,Lake Kimihia,Not Entered,,434.18,Waikato R,1793708,5844366,10,80.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,200,V1
7115,30/11/1984,10:20,Waikato Regional Council,Lake Okowhao,Not Entered,,434,Waikato R,1789207,5844459,10,79.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,200,300,V1
7116,4/12/1984,10:00,Waikato Regional Council,Te Otomanui Lagoon,Not Entered,,434.22,Waikato R,1788142,5822653,15,106.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
7117,5/12/1984,9:30,Waikato Regional Council,Lake Pikopiko,Not Entered,,434,Waikato R,1793332,5829363,30,95.6,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
7119,7/12/1984,10:00,Waikato Regional Council,Lake Hotoananga,Not Entered,,434,Waikato R,1792531,5829962,30,95,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
7301,19/08/1985,,NIWA,Waikato River,Not Entered,,434.001,Waikato R,1799853,5817070,15,115.3,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
7322,9/03/1988,,NIWA,Whangamarino Swamp,Not Entered,,434.13,Waikato R,1792559,5871869,5,59.5,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
7323,29/06/1989,night,NIWA,Lake Aratiatia,Not Entered,,434.002,Waikato R,1870712,5719916,330,326.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
7338,10/01/1984,,NIWA,Waikato River,Not Entered,,434,Waikato R,1790313,5840960,10,82,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
7340,29/03/1984,,NIWA,Waikato River,Not Entered,,434,Waikato R,1784787,5855453,8,62.6,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
7342,9/02/1984,,NIWA,Waikato River,Not Entered,,434,Waikato R,1781669,5865948,6,49.3,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
7344,29/02/1984,,NIWA,Waikato River,Not Entered,,434,Waikato R,1782865,5868251,6,46.7,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
7350,10/10/1985,,NIWA,Huntly Power Station intake,Not Entered,,434,Waikato R,1790210,5842660,9,80.2,Observation - Observation,Unknown,Ameiurus nebulosus,Catfish,176,FALSE,FALSE,,,V1
8406,19/11/1992,10:30,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato R,1800358,5813770,35,123.7,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,20,FALSE,FALSE,222,316,V1
8476,3/04/1986,night,Fisheries Ministry North,Pungarehu Stream,Not Entered,,434.136,Waikato R,1792873,5864368,7,59.1,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,14,FALSE,FALSE,,,V1
8477,3/04/1986,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1793173,5864369,7,59.1,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
8479,8/11/1985,night,Fisheries Ministry North,Pungarehu Stream,Not Entered,,434.136,Waikato R,1792973,5864368,7,59.1,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
8480,6/11/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1783361,5870152,5,45.2,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,18,FALSE,FALSE,,,V1
8481,5/11/1985,night,Fisheries Ministry North,Mangawara Stream,Not Entered,,434.2,Waikato R,1793822,5835865,15,90.4,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
8482,4/11/1985,night,Fisheries Ministry North,Waikato River,Not Entered,,434,Waikato R,1782584,5857249,6,59.6,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
8484,4/11/1985,night,Fisheries Ministry North,Lake Whangape,Not Entered,,434.15,Waikato R,1783295,5850950,8,68,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
8485,17/10/1985,night,Fisheries Ministry North,Lake Whangape,Not Entered,,434.15,Waikato R,1782095,5850947,8,68.4,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,29,FALSE,FALSE,,,V1
8486,3/10/1985,night,Fisheries Ministry North,Pungarehu Stream,Not Entered,,434.136,Waikato R,1792973,5864468,7,59,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
8487,3/10/1985,9:35,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1794073,5864570,8,60.4,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,42,FALSE,FALSE,,,V1
8489,2/10/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1792072,5864667,6,57.8,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
8491,2/10/1985,11:45,Fisheries Ministry North,Reao Stream,Not Entered,,434.135,Waikato R,1787770,5865759,6,52.6,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
8492,16/04/1986,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1784062,5869753,5,46.1,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
8493,1/10/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1783962,5869853,5,46,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
8494,1/10/1985,night,Fisheries Ministry North,Maramarua River,Not Entered,,434.131,Waikato R,1785459,5871456,5,49.9,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V1
8495,4/09/1985,night,Fisheries Ministry North,Mangawara Stream,Not Entered,,434.2,Waikato R,1792923,5835163,30,89.1,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
8496,3/07/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1794273,5864671,9,60.6,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
8497,2/07/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1793373,5864569,7,59.4,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
8498,30/05/1985,night,Fisheries Ministry North,Opuatia Stream,Not Entered,,434.14,Waikato R,1782587,5855249,7,62.3,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
8499,29/05/1985,night,Fisheries Ministry North,Mangawara Stream,Not Entered,,434.2,Waikato R,1794919,5837567,15,93,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,32,FALSE,FALSE,,,V1
8502,27/05/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1793972,5864670,8,60.3,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
8503,23/04/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1793373,5864569,7,59.4,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
8504,22/04/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1793373,5864569,7,59.4,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
8506,27/03/1985,night,Fisheries Ministry North,Lake Whangape,Not Entered,,434.15,Waikato R,1783295,5850750,8,68.3,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
8507,26/03/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1793373,5864569,7,59.4,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
8508,14/02/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1783261,5870252,5,45,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V1
8510,13/02/1985,night,Fisheries Ministry North,Opuatia Stream,Not Entered,,434.14,Waikato R,1781985,5856748,7,60.6,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,21,FALSE,FALSE,,,V1
8511,13/02/1985,night,Fisheries Ministry North,Pungarehu Stream,Not Entered,,434.136,Waikato R,1792873,5864468,7,59,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
8513,4/02/1985,11:15,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1783261,5870252,5,45,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
8514,24/01/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1783061,5870451,5,44.8,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,12,FALSE,FALSE,,,V1
8515,22/01/1985,night,Fisheries Ministry North,Maramarua River,Not Entered,,434.131,Waikato R,1787661,5870660,5,52.6,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,24,FALSE,FALSE,,,V1
8516,22/01/1985,night,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1784863,5869154,5,47.1,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
8517,7/12/1984,13:00,Fisheries Ministry North,Whangamarino River,Not Entered,,434.13,Waikato R,1784062,5869553,5,46.2,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,582,FALSE,FALSE,,,V1
8518,6/12/1984,14:00,Fisheries Ministry North,Maramarua River,Not Entered,,434.131,Waikato R,1785160,5870855,5,49.2,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,67,FALSE,FALSE,,,V1
8519,25/10/1984,15:55,Fisheries Ministry North,Pungarehu Stream,Not Entered,,434.136,Waikato R,1792974,5863568,7,60,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,19,FALSE,FALSE,,,V1
8520,24/10/1984,13:25,Fisheries Ministry North,Maramarua River,Not Entered,,434.131,Waikato R,1789359,5871863,5,55,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
8521,11/09/1984,15:20,Fisheries Ministry North,Pungarehu Stream,Not Entered,,434.136,Waikato R,1792873,5864368,7,59.1,Other net - Unknown type of net,Unknown,Ameiurus nebulosus,Catfish,319,FALSE,FALSE,,,V1
8522,20/07/1984,10:00,Fisheries Ministry North,Pungarehu Stream,Not Entered,,434.136,Waikato R,1792873,5864368,7,59.1,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
8523,17/07/1984,night,Fisheries Ministry North,Lake Whangape,Not Entered,,434.15,Waikato R,1784091,5853051,8,65.6,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,19,FALSE,FALSE,,,V1
8656,20/03/1988,8:00,Fish and Game Northland,Wairua River,Not Entered,,466,Wairoa R,1712256,6059866,90,132.4,Observation - Observation,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
9003,10/09/1990,,Waikato Regional Council,Piako River,Not Entered,,91,Piako R,1821868,5870722,2,13.3,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
9009,19/09/1990,,Waikato Regional Council,Piako River,Not Entered,,91,Piako R,1824192,5857922,2,29.5,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
9012,19/09/1990,,Waikato Regional Council,Piako River,Not Entered,,91,Piako R,1822901,5852819,2,37.1,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
9205,5/12/2001,,Department of Conservation West Coast,Lake Mahinapua,Not Entered,,906.005,Hokitika R,1428637,5259977,4,10,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
9208,5/12/2001,,Department of Conservation West Coast,Lake Mahinapua,Not Entered,,906.005,Hokitika R,1431236,5259377,4,10.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
9752,3/05/1988,10:30,NIWA,Kopuku Stream,Not Entered,,434.134,Waikato R,1793659,5872271,6,60.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
9826,20/09/1988,night,NIWA,Whangamarino Swamp,Not Entered,,434.13,Waikato R,1791173,5863865,6,58,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
10006,8/11/1989,10:00,NIWA,Lake Arapuni headrace,Not Entered,,434.002,Waikato R,1831514,5782905,110,179.4,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
10007,9/11/1989,night,NIWA,Lake Karapiro,Not Entered,,434.002,Waikato R,1832013,5783406,80,178.9,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,22,FALSE,FALSE,,,V1
10078,14/02/1990,,Waikato Regional Council,Mangapiko Stream,Not Entered,,434.222,Waikato R,1813196,5790782,50,193.2,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
10080,14/02/1990,10:30,Waikato Regional Council,Mangapiko Stream,Not Entered,,434.222,Waikato R,1802591,5791568,40,175.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
10085,21/11/1989,11:00,Waikato Regional Council,Eastern Drain,Not Entered,,434,Waikato R,1761458,5871613,0,18.6,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
11001,13/06/1989,16:00,Fish and Game Auckland Waikato,Lake Rotoroa,Not Entered,,434.001,Waikato R,1800058,5814170,35,123.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
11553,22/03/1990,12:00,NZ Forest Products,Waikato River,Not Entered,,434.001,Waikato R,1811676,5804085,20,137.6,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,250,,V1
11681,13/08/1992,10:30,Private Individuals,Waikato River,Not Entered,,434.001,Waikato R,1822686,5800199,35,151.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,16,FALSE,FALSE,,,V1
12007,7/03/1992,9:00,NZ Forest Products,Lake Whakamaru,Not Entered,,434.002,Waikato R,1849074,5742507,220,234.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,185,300,V1
12177,2/12/1996,,NIWA,Unnamed lagoon,Not Entered,,434.002,Waikato R,1887915,5729441,290,297.9,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,219,354,V1
