nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
32796,7/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1787930,5841819,19,83.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
32814,7/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1788364,5839916,19,84.2,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,87,,V1
36051,25/01/2012,9:53,Waikato Regional Council,Mangaotama Stream,Not Entered,,434.22,Waikato R,1800024,5798382,34,160.8,Electric fishing - Bank generator or mains,Unknown,Ameiurus nebulosus,Catfish,105,FALSE,FALSE,25,290,V1
50305,28/04/1976,,Unknown Institution,Lake Mahinapua,Not Entered,,906.005,Hokitika R,1429837,5259777,4,9.9,Other - Not listed,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
55047,28/08/1963,,Unknown Institution,Unnamed pond,Not Entered,,439,Mangere,1755090,5907799,10,0.3,Other - Not listed,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
55156,1972,,NIWA,Waikato River,Not Entered,,434,Waikato R,1772360,5870432,5,31,Traps - Unknown type of trap,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
100089,13/02/2012,night,Waikato Regional Council,Komakorau Stream tributary,Not Entered,,434.21,Waikato R,1801795,5825892,30,108.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,176,,V1
100810,4/12/2013,13:00,Kessels and Associates,Waipapa Stream tributary,Stream,,434,Waikato R,1783051,5863198,20,,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
101055,26/03/2013,15:00,Waikato Regional Council,Whangamarino River,Wetland,,434.13,Waikato R,1785897,5864532,20,52,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,57,77,V1
100042,12/12/2010,0:00,NIWA,Waikato River,River,,434,Waikato R,1781455,5865885,15,49.07,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
100044,12/12/2010,0:00,NIWA,Waikato River,River,,434,Waikato R,1780146,5865554,15,50.4,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
100047,12/12/2010,0:00,NIWA,Waikato River,River,,434,Waikato R,1781209,5866042,15,49.07,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
100048,12/12/2010,0:00,NIWA,Waikato River,River,,434,Waikato R,1780826,5865892,15,49.41,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
100049,12/12/2010,0:00,NIWA,Waikato River,River,,434,Waikato R,1780624,5865575,15,50.48,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
100050,12/12/2010,0:00,NIWA,Waikato River,River,,434,Waikato R,1780346,5865400,15,50.4,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
102019,10/04/2009,,NIWA,Waahi Stream,Stream,,434.19,Waikato R,1790025,5842207,20,80.2,Fyke net - Super,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
102023,25/04/2009,,NIWA,Waahi Stream,Stream,,434.19,Waikato R,1790025,5842207,20,80.2,Fyke net - Super,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V1
102225,25/02/2014,12:59,NIWA,Waikato River,River,,434,Waikato River,1790394,5842061,13,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
102366,25/02/2015,17:10,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1844071,5751881,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
102367,25/02/2015,17:05,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1844015,5751305,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
102368,25/02/2015,18:40,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1844109,5751377,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
102371,25/02/2015,18:41,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1843617,5751103,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
102372,25/02/2015,17:35,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1844002,5752584,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
102376,25/02/2015,17:43,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1844219,5752413,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
102378,25/02/2015,17:15,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1843976,5752025,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
102393,24/02/2015,15:40,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1843891,5752038,172,218.31,Gill net - Multi mesh,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
102394,24/02/2015,19:50,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1843891,5752038,172,218.31,Gill net - Multi mesh,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
102413,16/06/2014,9:00,Department of Conservation Northland,Makaka Creek,Stream,,466,Wairoa R,1680344,6011355,15,15.79,Other - Not listed,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
103317,8/06/2015,,Kessels and Associates,Mangawhero Stream,Stream,,91.07,Piako River,1820527,5861479,-1,22.17,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
103319,8/06/2015,,Kessels and Associates,Waitoa River tributary,Stream,,91.13,Piako R,1827125,5846855,10,43.87,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
105472,13/05/2005,10:58,Waikato University,Horseshoe Lake,Not Entered,,434.22,Waikato R,1796134,5817364,38,134.07,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,16,FALSE,FALSE,,,V1
105473,13/05/2005,12:50,Waikato University,Horseshoe Lake,Not Entered,,434.22,Waikato R,1796091,5817286,38,134.07,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,13,FALSE,FALSE,,,V1
105539,4/07/2004,14:00,Waikato University,Unnamed lake,Not Entered,,434.001,Waikato River,1803842,5815455,46,119.47,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,12,FALSE,FALSE,,,V1
105561,19/09/2003,10:58,Waikato University,Unnamed lake,Not Entered,,434.24,Waikato River,1803854,5797081,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105564,26/10/2005,12:20,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800267,5813792,37,121.93,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105565,26/10/2005,13:05,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1799907,5814088,37,121.93,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105566,26/10/2005,13:26,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800117,5814641,37,121.93,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,21,FALSE,FALSE,,,V1
105567,16/03/2006,9:15,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800033,5814154,37,121.93,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
105572,25/06/2007,14:30,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800173,5814019,37,121.93,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105573,9/08/2007,9:50,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800173,5814019,37,121.93,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105593,1/08/2003,13:39,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800203,5814179,37,121.93,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,23,FALSE,FALSE,,,V1
105595,5/12/2003,11:51,Waikato University,Lake Whangape,Not Entered,,434.15,Waikato River,1782651,5852568,30,64.06,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105619,9/12/2004,11:15,Waikato University,Waikato River tributary,Not Entered,,434,Waikato River,1779932,5873225,15,40.19,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105620,9/12/2004,12:05,Waikato University,Waikato River tributary,Not Entered,,434,Waikato River,1780217,5873203,15,40.19,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105622,9/12/2004,14:10,Waikato University,Waikato River tributary,Not Entered,,434,Waikato River,1781268,5872858,16,41.93,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
105639,30/04/2004,11:20,Waikato University,Unnamed lake,Not Entered,,434.001,Waikato River,1803945,5815310,46,119.47,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,36,FALSE,FALSE,,,V1
105640,30/04/2004,12:05,Waikato University,Unnamed lake,Not Entered,,434.001,Waikato River,1803945,5815310,46,119.47,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
105666,14/02/2005,11:07,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790393,5844092,11,78.3,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105670,14/02/2005,15:05,Waikato University,Whangape Stream,Not Entered,,434.15,Waikato River,1783833,5855670,17,61.11,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105674,25/02/2005,11:15,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790537,5843450,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105676,19/04/2005,12:28,Waikato University,Waikato River,Not Entered,,434,Waikato River,1799597,5819229,20,111.08,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V1
105685,23/09/2005,10:45,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790605,5842152,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105686,23/09/2005,11:40,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790405,5844071,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105687,18/10/2005,10:45,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790605,5842152,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105689,15/11/2005,10:26,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790605,5841898,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105691,4/08/2006,12:34,Waikato University,Waikato River,Not Entered,,434.001,Waikato River,1802636,5813038,18,121.58,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105718,23/01/2004,11:27,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790572,5842329,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105719,23/01/2004,13:43,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790503,5841437,11,78.3,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105726,16/04/2004,11:25,Waikato University,Waikato River,Not Entered,,434,Waikato River,1785245,5855278,37,62.33,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105727,16/04/2004,11:54,Waikato University,Waikato River,Not Entered,,434,Waikato River,1785245,5855278,37,62.33,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105729,16/04/2004,14:10,Waikato University,Whangape Stream,Not Entered,,434.15,Waikato River,1783837,5855630,17,61.11,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105730,16/04/2004,14:33,Waikato University,Whangape Stream,Not Entered,,434.15,Waikato River,1783997,5855181,19,61.95,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105731,5/05/2004,12:38,Waikato University,Waikato River tributary,Not Entered,,434,Waikato River,1791297,5845998,26,76.27,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105732,5/05/2004,13:40,Waikato University,Waikato River,Not Entered,,434,Waikato River,1791143,5846148,10,75.01,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
105733,19/05/2004,12:26,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790478,5844358,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,10,FALSE,FALSE,,,V1
105741,21/05/2004,11:40,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790749,5846857,10,73.64,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105743,21/05/2004,13:30,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790370,5847377,10,73.64,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105744,21/05/2004,13:55,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790479,5848126,9,73.27,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105745,21/05/2004,14:30,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790495,5848559,9,73.27,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105746,26/05/2004,,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790892,5845697,11,75.26,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
105748,14/07/2004,11:31,Waikato University,Waikato River,Not Entered,,434,Waikato River,1782736,5869038,16,45.48,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
105750,14/07/2004,14:13,Waikato University,Waikato River,Not Entered,,434,Waikato River,1782885,5868597,16,45.48,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105752,22/09/2004,11:16,Waikato University,Waikato River,Not Entered,,434,Waikato River,1782922,5868995,16,45.48,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105753,22/09/2004,13:25,Waikato University,Waikato River,Not Entered,,434,Waikato River,1782787,5868966,16,45.48,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
105754,8/10/2004,11:10,Waikato University,Waikato River tributary,Not Entered,,434,Waikato River,1791291,5845998,26,76.27,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105758,15/12/2004,14:05,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790627,5842036,17,78.21,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
105760,30/07/2003,12:29,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790436,5844195,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105761,10/09/2003,11:15,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790436,5844195,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105763,10/10/2003,11:30,Waikato University,Waikato River,Not Entered,,434,Waikato River,1792899,5834163,9,89.01,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
105771,7/12/2004,11:15,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1782717,5870482,34,44.05,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V1
105772,7/12/2004,12:10,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1783106,5870271,16,44.4,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105773,7/12/2004,13:20,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1784213,5869551,16,44.4,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,15,FALSE,FALSE,,,V1
105774,7/12/2004,14:40,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1784077,5869691,16,44.4,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105787,21/08/2007,11:18,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1787424,5866082,13,51.84,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105789,21/08/2007,12:03,Waikato University,Reao Stream,Not Entered,,434.135,Waikato River,1787703,5865834,12,52.33,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105791,21/08/2007,12:48,Waikato University,Reao Stream,Not Entered,,434.135,Waikato River,1787680,5865420,12,52.33,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105797,23/08/2007,10:39,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1792994,5864472,10,58.67,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105800,23/08/2007,12:41,Waikato University,Pungarehu Stream,Not Entered,,434.136,Waikato River,1792931,5864427,7,58.67,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105801,23/08/2007,12:57,Waikato University,Pungarehu Stream,Not Entered,,434.136,Waikato River,1793068,5864270,7,58.67,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105803,23/08/2007,13:26,Waikato University,Pungarehu Stream,Not Entered,,434.136,Waikato River,1793061,5864178,7,58.67,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105804,23/08/2007,13:56,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1792919,5864640,3,57.89,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105815,4/03/2008,10:50,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1787545,5865966,13,51.84,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105816,4/03/2008,12:08,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1787440,5866088,13,51.84,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
105817,4/03/2008,11:50,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1787421,5866087,13,51.84,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
105819,4/03/2008,11:15,Waikato University,Reao Stream,Not Entered,,434.135,Waikato River,1787697,5865829,12,52.33,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
105887,22/01/2015,,Department of Conservation Northland,Kaihu River,Not Entered,,466.04,Wairoa River,1673468,6027943,27,35.32,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,330,390,V1
105888,28/01/2015,night,Department of Conservation Northland,Kaihu River,Not Entered,,466.04,Wairoa River,1671068,6029788,19,39.9,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,430,,V1
106173,14/03/2016,14:00,Kessels and Associates,Mangatawhiri River tributary,Stream,,434.12,Waikato River,1780947,5875333,10,45.2,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106452,31/03/2016,,NIWA,Lake Waahi,Lake,,434.19,Waikato River,1789089,5841333,13,82.22,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106452,31/03/2016,,NIWA,Lake Waahi,Lake,,434.19,Waikato River,1789089,5841333,13,82.22,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106452,31/03/2016,,NIWA,Lake Waahi,Lake,,434.19,Waikato River,1789089,5841333,13,82.22,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106452,31/03/2016,,NIWA,Lake Waahi,Lake,,434.19,Waikato River,1789089,5841333,13,82.22,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,13,FALSE,FALSE,,,V2
106452,31/03/2016,,NIWA,Lake Waahi,Lake,,434.19,Waikato River,1789089,5841333,13,82.22,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106473,1/05/2014,,NIWA,Te Awa O Katapaki Stream,Stream,,434.001,Waikato River,1800283,5818477,23,112.49,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V2
106503,11/02/2014,,NIWA,Lake Waahi & Lake Puketirini,Lake,,434.19,Waikato River,1788380,5839899,13,82.22,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106503,11/02/2014,,NIWA,Lake Waahi & Lake Puketirini,Lake,,434.19,Waikato River,1788380,5839899,13,82.22,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106506,27/04/2014,11:00,NIWA,Lake Puketirini tributary,Stream,,434.19,Waikato River,1788739,5839394,9,84.3,Electric fishing - Bank generator or mains,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V2
106528,25/02/2014,,NIWA,Waikato River,River,,434,Waikato River,1790347,5843078,11,78.3,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
