nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
19472,2/05/2000,9:00,Taranaki Regional Council,Mangawhero Stream,Not Entered,,355.01,Kaupokonui S,1694039,5640054,440,28.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
19523,25/03/2004,10:00,NIWA,Mangapiko Stream,Not Entered,,434.222,Waikato R,1822401,5789695,250,209.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,208,FALSE,FALSE,,,V1
19524,25/03/2004,12:30,NIWA,Mangapiko Stream,Not Entered,,434.222,Waikato R,1822401,5789395,255,209.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,55,FALSE,FALSE,,,V1
19532,7/03/2001,night,Department of Conservation West Coast,Hughes Creek tributary,Not Entered,,911,Taramakau R,1450437,5277971,90,12.4,Traps - Gee minnow,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19533,7/03/2001,night,Department of Conservation West Coast,Hughes Creek tributary,Not Entered,,911,Taramakau R,1450737,5278371,90,11.8,Traps - Gee minnow,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19555,14/07/1999,10:00,Department of Conservation West Coast,Styx River tributary,Not Entered,,906.055,Hokitika R,1449633,5250675,100,32.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V1
19571,23/08/2000,22:00,Department of Conservation West Coast,Jones Creek,Not Entered,,904.05,Totara R,1420635,5246480,200,11.6,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,120,,V1
19576,10/11/1999,11:00,Carter Holt Harvey Forests,Orauta Stream tributary,Not Entered,,38.032,Kawakawa R,1681824,6077181,120,28.3,Electric fishing - Backpack,Unknown,Paranephrops,Koura,6,FALSE,FALSE,75,85,V1
19579,17/01/2000,11:00,Carter Holt Harvey Forests,Kapakapa Stream,Not Entered,,125,Wharekawa Hbr,1853343,5890090,30,2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19582,17/01/2000,15:00,Carter Holt Harvey Forests,Ohui Stream,Not Entered,,125,Ohui S,1854935,5893995,40,2.6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
19587,18/01/2000,11:00,Carter Holt Harvey Forests,Duck Creek tributary,Not Entered,,123.01,Tairua R,1852438,5892390,40,4.3,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19597,17/02/2000,11:00,Carter Holt Harvey Forests,Boom Stream tributary,Not Entered,,123.03,Tairua R,1850940,5890886,120,8.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,9,FALSE,FALSE,,,V1
19623,7/12/1999,15:00,Department of Conservation Northland,Mangapa River,Not Entered,,478.01,Waihou R,1661764,6103316,50,20.6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19624,7/12/1999,22:00,Department of Conservation Northland,Mangakino Stream,Not Entered,,478.01,Waihou R,1661662,6103915,55,21.2,Other net - Hand net,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
19627,13/01/2000,14:30,Department of Conservation Nelson Marlborough,Taylor River,Not Entered,,601.021,Wairau R,1677588,5400601,25,20.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19632,21/01/2000,10:00,Department of Conservation Nelson Marlborough,Taylor River,Not Entered,,601.021,Wairau R,1677588,5400601,25,20.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19635,12/04/2000,13:00,Department of Conservation Nelson Marlborough,Fairhall River tributary,Not Entered,,601.022,Wairau R,1670589,5393803,160,42.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,10,90,V1
19636,12/04/2000,14:00,Department of Conservation Nelson Marlborough,Fairhall River,Not Entered,,601.022,Wairau R,1669689,5392604,200,44.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,20,100,V1
19637,12/04/2000,15:00,Department of Conservation Nelson Marlborough,Fairhall River,Not Entered,,601.022,Wairau R,1669689,5391704,220,45.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,20,70,V1
19639,21/09/2000,10:30,Department of Conservation Nelson Marlborough,Omaka River,Not Entered,,601.024,Wairau R,1666890,5402102,70,39.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,85,,V1
19650,3/07/2001,11:00,Department of Conservation Nelson Marlborough,Wairau River tributary,Not Entered,,601,Wairau R,1667691,5409799,40,21.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19672,13/06/2003,,Auckland Regional Council,Okura River,Not Entered,,74,Okura R,1750032,5936786,40,4.1,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,6,FALSE,FALSE,50,90,V1
19673,13/06/2003,,Auckland Regional Council,Okura River,Not Entered,,74,Okura R,1750032,5936786,40,4.1,Traps - Gee minnow,Unknown,Paranephrops,Koura,20,FALSE,FALSE,15,70,V1
19674,28/05/2003,,Auckland Regional Council,Okura River tributary,Not Entered,,74,Okura R,1752627,5938691,10,0.6,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,1,FALSE,FALSE,70,,V1
19675,28/05/2003,,Auckland Regional Council,Okura River tributary,Not Entered,,74,Okura R,1752627,5938691,10,0.6,Traps - Gee minnow,Unknown,Paranephrops,Koura,1,FALSE,FALSE,55,,V1
19701,13/06/2003,,Auckland Regional Council,Okura River,Not Entered,,74,Okura R,1750430,5937586,25,3.1,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,3,FALSE,FALSE,35,70,V1
19702,28/05/2003,,Auckland Regional Council,Okura River,Not Entered,,74,Okura R,1750430,5937586,25,3.1,Traps - Gee minnow,Unknown,Paranephrops,Koura,12,FALSE,FALSE,25,70,V1
19704,16/05/2003,,Auckland Regional Council,Okura River,Not Entered,,74,Okura R,1750530,5937687,18,3,Traps - Gee minnow,Unknown,Paranephrops,Koura,1,FALSE,FALSE,65,,V1
19705,14/05/2003,,Auckland Regional Council,Okura River tributary,Not Entered,,74,Okura R,1750430,5937686,20,3.1,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,3,FALSE,FALSE,50,80,V1
19706,6/02/2001,night,Natural Logic Ltd,Unnamed stream Te Haruhi Bay,Not Entered,,72.5,Te Haruhi B,1763109,5946612,20,0.4,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,1,FALSE,FALSE,40,,V1
19718,9/05/2001,night,Natural Logic Ltd,Kahikatea Stream,Not Entered,,441.305,Big Muddy C,1738785,5911167,80,8.8,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,8,FALSE,FALSE,,,V1
19719,9/05/2001,night,Natural Logic Ltd,Gentle Stream,Not Entered,,445,Anawhata S,1731084,5912351,220,2.6,Traps - combination of Kilwell and Gee minnow traps,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
19721,9/05/2001,night,Natural Logic Ltd,Piha Stream,Not Entered,,443,Piha S,1735488,5909960,350,5.5,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
19727,9/05/2003,,Auckland Regional Council,Okura River tributary,Not Entered,,74,Okura R,1753927,5938894,40,0.9,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,2,FALSE,FALSE,70,100,V1
19728,9/05/2003,,Auckland Regional Council,Okura River,Not Entered,,74,Okura R,1750530,5937687,18,3,Traps - Gee minnow,Unknown,Paranephrops,Koura,2,FALSE,FALSE,30,30,V1
19729,28/11/2001,,Auckland Regional Council,Okura River,Not Entered,,74,Okura R,1751328,5938688,10,1,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,4,FALSE,FALSE,60,90,V1
19730,28/11/2001,,Auckland Regional Council,Okura River,Not Entered,,74,Okura R,1751328,5938688,10,1.3,Traps - Gee minnow,Unknown,Paranephrops,Koura,1,FALSE,FALSE,20,,V1
19731,11/02/1999,,Auckland Regional Council,Cascade Stream,Not Entered,,447.15,Waitakere R,1735676,5916360,50,12.3,Traps - Gee minnow,Unknown,Paranephrops,Koura,4,FALSE,FALSE,30,65,V1
19774,18/03/2004,,Department of Conservation Canterbury,Kakahu River,Not Entered,,696.026,Opihi R,1445642,5109683,130,45.1,Other net - Hand net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19776,16/12/1999,12:30,Department of Conservation Nelson Marlborough,Spring Creek,Not Entered,,601.05,Wairau R,1676889,5408899,9,15,Electric fishing - Backpack,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V1
19782,22/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Mill Arm,Not Entered,,585,D'Urville I,1673091,5479983,40,2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19785,24/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Smylies Arm,Not Entered,,585,D'Urville I,1669492,5475084,25,0.4,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19786,25/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Waiona Bay,Not Entered,,587,Waitata Rch,1673392,5460687,20,0.3,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19787,27/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Harvey Bay,Not Entered,,587,Tennyson In,1661795,5447090,55,2.3,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19788,28/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Ngawhakawhiti Bay,Not Entered,,587,Tennyson In,1665794,5448290,20,0,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19789,3/04/2000,22:00,Department of Conservation Nelson Marlborough,Unnamed lagoon,Not Entered,,584,Croisilles Hbr,1657196,5456788,1,0.8,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19790,5/04/2000,night,Department of Conservation Nelson Marlborough,Bryants Stream,Not Entered,,589,Pelorus R,1646098,5426597,60,22,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,6,FALSE,FALSE,50,60,V1
19795,14/04/2000,night,Department of Conservation Nelson Marlborough,Castor Stream,Not Entered,,584,Croisilles Hbr,1651297,5448890,10,1.2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19796,17/04/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Ship Cove,Not Entered,,597,Queen Charlotte Snd,1703586,5449989,5,0.1,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19800,9/01/2001,22:30,Department of Conservation Nelson Marlborough,Stanton Creek,Not Entered,,520.02,Aorere R,1568827,5489475,30,14.6,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19801,14/02/2000,night,Department of Conservation Nelson Marlborough,Waitohi River,Not Entered,,598,Waitohi R,1683988,5426494,40,2.9,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19803,16/02/2000,night,Department of Conservation Nelson Marlborough,Graham River,Not Entered,,597,Queen Charlotte Snd,1690787,5428693,50,3.6,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19804,16/02/2000,night,Department of Conservation Nelson Marlborough,Stace Creek,Not Entered,,600,Robin Hood B,1688387,5422995,70,2.9,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19806,18/02/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Umungata Bay,Not Entered,,597,Queen Charlotte Snd,1678790,5432893,10,0.5,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19807,19/02/2000,night,Department of Conservation Nelson Marlborough,Wheadon Creek,Not Entered,,588,Pelorus Snd,1668492,5426595,50,2.2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19808,20/02/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Kenepuru Head,Not Entered,,591,Kenepuru Snd,1694987,5442491,10,1.3,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19809,20/02/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Kenepuru Head,Not Entered,,591,Kenepuru Snd,1694787,5446890,75,6.9,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19816,6/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Maori Bay,Not Entered,,588,Pelorus Snd,1668693,5441592,25,0.9,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19817,7/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Chance Bay,Not Entered,,588,Pelorus Snd,1668493,5445491,20,0.5,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19824,20/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Wells Bay,Not Entered,,585,D'Urville I,1676191,5482782,15,0,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19825,20/03/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Wells Bay,Not Entered,,585,D'Urville I,1676391,5482682,10,0,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19851,8/12/1999,21:15,Department of Conservation Northland,Mangapa River tributary,Not Entered,,478.01,Waihou R,1662164,6103217,60,20.1,Other net - Hand net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19853,15/12/1999,14:30,Department of Conservation Northland,Toronui Stream,Not Entered,,469,Waipoua R,1654782,6059520,520,23.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19854,16/12/1999,13:00,Department of Conservation Northland,Toronui Stream tributary,Not Entered,,469,Waipoua R,1655282,6059621,550,24.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19855,16/12/1999,21:00,Department of Conservation Northland,Waimamaku River tributary,Not Entered,,471,Waimamaku R,1654179,6060818,400,28.9,Other net - Hand net,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
19857,10/01/2000,night,Department of Conservation Northland,Unnamed stream Anchor Bay,Not Entered,,64,Takatu P,1764951,5973114,20,0.4,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,13,FALSE,FALSE,,,V1
19858,1/03/2000,11:00,Department of Conservation Northland,Kohangakawau Stream,Not Entered,,29.01,Takou R,1682416,6117565,100,4.6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19863,6/03/2000,14:00,Department of Conservation Northland,Motairehe Stream,Not Entered,,69,Great Barrier I,1813985,6000429,0,0.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19871,9/03/2000,night,Department of Conservation Northland,Kaitoke Swamp,Not Entered,,69,Great Barrier I,1818915,5988040,2,4,Traps - combination of Kilwell and Gee minnow traps,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19873,9/03/2000,16:30,Department of Conservation Northland,Kaitoke Creek tributary,Not Entered,,69,Great Barrier I,1817916,5987837,5,5.1,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19874,10/03/2000,10:00,Department of Conservation Northland,Coffins Creek,Not Entered,,69,Great Barrier I,1814107,5991128,120,2.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
19875,10/03/2000,11:30,Department of Conservation Northland,Kiwiriki Stream,Not Entered,,69,Great Barrier I,1813510,5990227,80,2.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19878,11/03/2000,12:30,Department of Conservation Northland,Unnamed stream Tryphena Harbour,Not Entered,,69,Great Barrier I,1821335,5979745,0,0.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19879,11/03/2000,10:30,Department of Conservation Northland,Unnamed stream Tryphena Harbour,Not Entered,,69,Great Barrier I,1824138,5978851,0,0.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19911,26/01/2000,,Auckland Regional Council,Rangitopuni Stream tributary,Not Entered,,78.05,Waitemata Hbr,1746841,5932380,70,9.1,Other - Not listed,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V1
19912,26/01/2000,,Auckland Regional Council,Rangitopuni Stream tributary,Not Entered,,78.05,Waitemata Hbr,1746742,5932280,70,9.1,Other - Not listed,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
19915,27/01/2000,,Auckland Regional Council,Rangitopuni Stream tributary,Not Entered,,78.05,Waitemata Hbr,1746541,5932779,40,8.6,Other - Not listed,Unknown,Paranephrops,Koura,2,FALSE,FALSE,40,60,V1
19920,1/02/2000,14:00,Auckland Regional Council,Rangitopuni Stream,Not Entered,,78.05,Waitemata Hbr,1744342,5932275,5,4.1,Observation - Observation,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
19951,20/04/2000,10:30,Carter Holt Harvey Forests,Tamingimingi Stream tributary,Not Entered,,227.011,Te Ngaru S,1932529,5636092,20,6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
19963,23/01/2001,13:30,Carter Holt Harvey Forests,Woody Stream,Not Entered,,123.02,Tairua R,1848729,5895583,15,3.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
19966,24/01/2001,9:30,Carter Holt Harvey Forests,Otuwheti Stream,Not Entered,,126,Otuwheti S,1851858,5881784,20,1.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
19967,23/01/2001,16:30,Carter Holt Harvey Forests,Boom Stream tributary,Not Entered,,123.03,Tairua R,1851040,5890886,120,8.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
19969,23/01/2001,23:06,Carter Holt Harvey Forests,Duck Creek tributary,Not Entered,,123.01,Tairua R,1852438,5892390,20,4.3,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
19974,20/03/2001,10:00,Carter Holt Harvey Forests,Pakuratahi Stream,Not Entered,,227.01,Te Ngaru S,1933729,5637894,40,4.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
20045,10/04/2002,22:00,Department of Conservation West Coast,Hindley Creek tributary,Not Entered,,864.01,Waiatoto R,1262264,5114436,60,11.4,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,80,,V1
20100,18/12/2002,22:00,Department of Conservation West Coast,Clarkes Creek tributary,Not Entered,,907,Houhou C,1437137,5267875,80,5.9,Other - Not listed,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20104,23/05/2005,night,Department of Conservation West Coast,Orowaiti River,Not Entered,,933,Orowaiti R,1488034,5374885,15,12.6,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20112,14/10/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,927,Charleston,1469351,5355347,190,0.7,Traps - Gee minnow,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20113,30/03/2005,night,Department of Conservation West Coast,Fairdown Stream,Not Entered,,935,Whareatea R,1494647,5378333,10,4.5,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20114,6/04/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,933,Orowaiti R,1487665,5371490,120,14.1,Traps - Gee minnow,Unknown,Paranephrops,Koura,10,FALSE,FALSE,35,60,V1
20116,28/06/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,933,Orowaiti R,1487863,5372191,115,13.5,Traps - Gee minnow,Unknown,Paranephrops,Koura,23,FALSE,FALSE,,,V1
20117,28/06/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,933,Orowaiti R,1488066,5372331,115,13.4,Traps - Gee minnow,Unknown,Paranephrops,Koura,19,FALSE,FALSE,,,V1
20118,27/06/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,933,Orowaiti R,1488126,5372081,115,13.7,Traps - Gee minnow,Unknown,Paranephrops,Koura,7,FALSE,FALSE,,,V1
20119,21/09/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,933,Orowaiti R,1487863,5372191,115,13.5,Traps - Gee minnow,Unknown,Paranephrops,Koura,12,FALSE,FALSE,,,V1
20120,21/09/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,933,Orowaiti R,1488066,5372331,115,13.4,Traps - Gee minnow,Unknown,Paranephrops,Koura,22,FALSE,FALSE,,,V1
20121,21/09/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,933,Orowaiti R,1488126,5372081,115,13.7,Traps - Gee minnow,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
20127,12/04/2005,night,Department of Conservation West Coast,Little Ten Mile Creek,Not Entered,,932,Buller R,1490700,5367633,40,17.4,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20128,6/04/2005,night,Department of Conservation West Coast,Little Ten Mile Creek,Not Entered,,932,Buller R,1490700,5367633,40,17.4,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20129,3/05/2005,night,Department of Conservation West Coast,Little Ten Mile Creek,Not Entered,,932,Buller R,1490700,5367633,40,17.4,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20133,3/08/2005,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,929,Totara R,1478640,5363370,100,9.6,Traps - Gee minnow,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20136,20/04/2006,10:15,Bioresearches,Lucas Creek tributary,Not Entered,,78.03,Waitemata Hbr,1750655,5931246,20,1,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20137,20/04/2006,11:30,Bioresearches,Lucas Creek tributary,Not Entered,,78.03,Waitemata Hbr,1750559,5931240,15,0.9,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20138,20/04/2006,12:15,Bioresearches,Lucas Creek tributary,Not Entered,,78.03,Waitemata Hbr,1750461,5931326,15,0.8,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20144,18/05/2006,15:30,Bioresearches,Wairoa River,Not Entered,,85,Wairoa R,1785712,5896259,50,22.6,Electric fishing - combination of nets traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20145,18/05/2006,15:05,Bioresearches,Wairoa River tributary,Not Entered,,85,Wairoa R,1785204,5896099,50,22.7,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20148,17/05/2006,13:30,Bioresearches,Hunua Stream,Not Entered,,85,Wairoa R,1783445,5896412,90,22.4,Electric fishing - combination of nets traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20160,3/09/2000,9:50,Auckland Regional Council,Nukumea Stream,Not Entered,,71.5,Nukumea S,1750602,5950885,5,0.8,Other net - Whitebait,Unknown,Paranephrops,Koura,2,FALSE,FALSE,65,75,V1
20273,10/08/2000,night,Department of Conservation Northland,Reretiti Stream,Not Entered,,37.013,Waitangi R,1681092,6089573,80,26.2,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,11,FALSE,FALSE,,,V1
20277,29/08/2000,night,Department of Conservation Northland,Poreanui Stream,Not Entered,,469,Waipoua R,1647388,6059101,320,20.7,Traps - Gee minnow,Unknown,Paranephrops,Koura,15,FALSE,FALSE,,,V1
20301,28/04/2000,night,Department of Conservation Nelson Marlborough,Pukaka Stream,Not Entered,,601.04,Wairau R,1685388,5418996,90,12.7,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20302,28/04/2000,20:00,Department of Conservation Nelson Marlborough,Pukatea Stream,Not Entered,,600,Whites B,1688487,5417996,20,0.2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20303,29/04/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Endeavour Inlet,Not Entered,,595,Endeavour In,1698687,5451489,63,0.78,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
20304,30/04/2000,night,Department of Conservation Nelson Marlborough,Unnamed stream Big Bay,Not Entered,,595,Endeavour In,1696287,5448889,5,0.2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20312,4/07/2000,12:00,Department of Conservation Nelson Marlborough,Maitai River,Not Entered,,578,Maitai R,1624005,5431196,1,0.7,Other - Not listed,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
20314,10/01/2001,0:00,Department of Conservation Nelson Marlborough,Unnamed spring,Not Entered,,529,Takaka R,1584320,5472982,20,9.9,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20315,10/01/2001,1:30,Department of Conservation Nelson Marlborough,Pigville Gully,Not Entered,,529,Takaka R,1583621,5470183,35,13.6,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20316,11/01/2001,0:30,Department of Conservation Nelson Marlborough,Doctor Creek,Not Entered,,520,Aorere R,1568227,5488775,50,14.9,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20319,15/01/2001,night,Department of Conservation Nelson Marlborough,Frazer Stream,Not Entered,,967.011,Anatori R,1546638,5491473,40,3.5,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20320,15/01/2001,night,Department of Conservation Nelson Marlborough,Webb Stream,Not Entered,,967.01,Anatori R,1547238,5491873,25,3.2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20323,18/01/2001,night,Department of Conservation Nelson Marlborough,Anatori River,Not Entered,,967,Anatori R,1545539,5491074,20,3.6,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20324,29/01/2001,23:00,Department of Conservation Nelson Marlborough,Taupata Stream,Not Entered,,505,Taupata S,1574423,5511364,40,2.7,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20325,31/01/2001,23:00,Department of Conservation Nelson Marlborough,Green Hills Stream,Not Entered,,982,Green Hills S,1570525,5514663,15,1.1,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
