nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
16198,2/10/1996,11:30,Department of Conservation Otago,Akatore Creek,Not Entered,,745,Akatore C,1377946,4893104,55,9.3,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16205,23/08/1996,9:00,Department of Conservation Otago,Waitati River,Not Entered,,734,Waitati R,1406696,4925652,340,9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16210,23/08/1996,11:00,Department of Conservation Otago,Semple Burn,Not Entered,,734,Waitati R,1408791,4929255,80,4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16212,23/08/1996,12:30,Department of Conservation Otago,Purakanui Creek,Not Entered,,734.5,Purakanui C,1414893,4927863,110,1.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16213,23/08/1996,12:50,Department of Conservation Otago,Purakanui Creek,Not Entered,,734.5,Purakanui C,1414993,4927864,110,1.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
16234,18/12/1997,night,Department of Conservation West Coast,Unnamed forest pool,Not Entered,,908.02,Arahura R,1453735,5267472,190,25.3,Traps - Gee minnow,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
16236,2/02/1998,11:00,Department of Conservation West Coast,Viaduct Creek,Not Entered,,908,Arahura R,1440738,5274573,40,2.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16250,13/04/1998,21:00,Department of Conservation West Coast,Viaduct Creek,Not Entered,,908,Arahura R,1440738,5274573,40,2.7,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16251,25/07/1997,15:30,Department of Conservation West Coast,Canoe Creek,Not Entered,,919,Canoe C,1461246,5325758,5,0.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,9,FALSE,FALSE,30,60,V1
16254,10/09/1997,11:00,Department of Conservation West Coast,Cascade Creek tributary,Not Entered,,932.11,Buller R,1500744,5373633,300,32.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,40,,V1
16261,18/11/1997,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,933,Orowaiti R,1488048,5371837,130,13.8,Traps - Gee minnow,Unknown,Paranephrops,Koura,14,FALSE,FALSE,,,V1
16294,27/11/1997,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,900,Duffers C,1408433,5233482,80,7,Traps - Gee minnow,Unknown,Paranephrops,Koura,13,FALSE,FALSE,,,V1
16297,27/11/1997,night,Department of Conservation West Coast,Allen Creek tributary,Not Entered,,898,Te Rahotaiepa R,1408233,5232182,110,10.1,Traps - Gee minnow,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
16299,8/12/1997,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,908.02,Arahura R,1453735,5267372,190,25.3,Traps - Gee minnow,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V1
16303,18/11/1997,,Department of Conservation West Coast,Unnamed stream Jackson Bay,Not Entered,,862,Jackson B,1248250,5121943,5,0,Traps - Gee minnow,Unknown,Paranephrops,Koura,2,FALSE,FALSE,50,,V1
16304,18/11/1997,,Department of Conservation West Coast,Gipsy Creek,Not Entered,,863,Arawhata R,1253756,5116938,5,3.1,Traps - Gee minnow,Unknown,Paranephrops,Koura,2,FALSE,FALSE,50,,V1
16313,21/11/1997,,Department of Conservation West Coast,Content Creek,Not Entered,,864.02,Waiatoto R,1263365,5120943,5,2,Traps - Gee minnow,Unknown,Paranephrops,Koura,8,FALSE,FALSE,20,30,V1
16314,21/11/1997,,Department of Conservation West Coast,Nolans Creek,Not Entered,,864,Waiatoto R,1263465,5119541,5,3.3,Traps - Gee minnow,Unknown,Paranephrops,Koura,4,FALSE,FALSE,20,30,V1
16315,21/11/1997,,Department of Conservation West Coast,Hindley Creek,Not Entered,,864.01,Waiatoto R,1261363,5118840,5,4.6,Traps - Gee minnow,Unknown,Paranephrops,Koura,4,FALSE,FALSE,20,30,V1
16323,24/03/1999,0:30,Department of Conservation West Coast,Donald Creek tributary,Not Entered,,861,Donald C,1234235,5115135,240,5.7,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16333,5/02/2003,15:30,West Coast Regional Council,Duffers Creek,Not Entered,,914.26,Grey R,1483737,5314956,70,45.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,6,FALSE,FALSE,60,100,V1
16334,9/02/2003,15:30,West Coast Regional Council,Hatters Creek,Not Entered,,914.2,Grey R,1483737,5313956,90,44,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16335,9/02/2003,13:00,West Coast Regional Council,Palmer Creek,Not Entered,,914.29,Grey R,1490738,5329150,190,68.1,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,60,85,V1
16361,13/03/2000,8:00,Fish and Game Nelson Marlborough,Wairau River tributary,Not Entered,,601,Wairau R,1666991,5408800,45,22.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16362,29/03/2000,day,Fish and Game Nelson Marlborough,Gibsons Creek,Not Entered,,601.08,Wairau R,1671590,5410699,30,17.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16363,29/03/2000,day,Fish and Game Nelson Marlborough,Storeys Creek,Not Entered,,601.09,Wairau R,1669991,5410799,35,19.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16376,23/09/1996,13:00,Department of Conservation Otago,Tokomairiro River West Branch,Not Entered,,748,Tokomairiro R,1360023,4904176,420,53.1,Other net - Hand net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16383,10/10/1996,10:45,Department of Conservation Otago,Meggat Burn,Not Entered,,743.05,Taieri R,1361713,4910681,570,37.6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16407,30/10/1996,15:00,Department of Conservation Otago,Longbeach Creek,Not Entered,,764,Longbeach C,1311440,4834448,70,6.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16408,30/10/1996,14:45,Department of Conservation Otago,Longbeach Creek tributary,Not Entered,,764,Longbeach C,1311340,4834347,70,6.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16409,30/10/1996,15:30,Department of Conservation Otago,Longbeach Creek,Not Entered,,764,Longbeach C,1312242,4834049,50,5.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16415,31/10/1996,13:00,Department of Conservation Otago,Turnbulls Creek,Not Entered,,749.03,Turnbulls C,1368778,4874885,5,0.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16420,5/11/1996,13:00,Department of Conservation Otago,Stony Creek,Not Entered,,743.058,Taieri R,1348487,4924265,720,69.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16531,2/08/2001,11:30,Fish and Game Eastern,Te Rautehuia Stream,Not Entered,,434.6,Waikato R,1864605,5722612,490,334.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16640,2000-05,day,Department of Conservation East Coast,Waiapu River tributary,Not Entered,,183,Waiapu R,2079096,5802108,35,5.2,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
16651,13/02/1997,14:00,Cawthron Institute,Alton Burn tributary,Not Entered,,797.14,Waiau R,1187287,4883136,70,20.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,14,FALSE,FALSE,,,V1
16653,13/02/1997,17:00,Cawthron Institute,Otautau Stream,Not Entered,,789.2,Aparima R,1208415,4887085,70,53.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,11,FALSE,FALSE,,,V1
16654,13/02/1997,18:15,Cawthron Institute,North Fern Burn,Not Entered,,789.202,Aparima R,1209929,4881178,55,48,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,13,FALSE,FALSE,,,V1
16655,14/02/1997,8:30,Cawthron Institute,Mosquito Creek,Not Entered,,789.055,Aparima R,1208952,4868857,50,26.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,22,FALSE,FALSE,,,V1
16656,14/02/1997,9:30,Cawthron Institute,Cascade Stream,Not Entered,,789.054,Aparima R,1209660,4865754,30,22.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
16657,14/02/1997,11:45,Cawthron Institute,Cascade Stream,Not Entered,,789.054,Aparima R,1207660,4864447,80,25.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16668,16/03/1997,8:00,Cawthron Institute,Moawhango River,Not Entered,,327.3,Rangitikei R,1836861,5632039,780,204.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
16670,16/03/1997,13:00,Cawthron Institute,Moawhango River tributary,Not Entered,,327.3,Rangitikei R,1841665,5628840,690,195.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16672,17/03/1997,10:00,Cawthron Institute,Moawhango River,Not Entered,,327.3,Rangitikei R,1846570,5625141,550,187.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16673,17/03/1997,13:00,Cawthron Institute,Aorangi Stream,Not Entered,,327.3,Rangitikei R,1849371,5624342,520,183.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16676,25/02/1997,night,Department of Conservation Otago,Taieri River tributary,Not Entered,,743,Taieri R,1382143,4895112,20,1.7,Traps - Gee minnow,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
16681,26/02/1997,11:30,Department of Conservation Otago,Camlet Creek tributary,Not Entered,,743,Taieri R,1373644,4962013,380,114.1,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
16691,14/07/1999,day,NIWA,Mokau River tributary,Not Entered,,407,Mokau R,1743374,5714986,10,6.1,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
16698,5/05/1997,10:30,Department of Conservation Otago,Purakanui Creek tributary,Not Entered,,734.5,Purakanui C,1415090,4929664,10,0.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16710,14/05/1998,14:00,Department of Conservation Otago,Deep Creek tributary,Not Entered,,743.873,Taieri R,1342336,4958272,770,255.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16722,26/05/1998,12:30,Department of Conservation Otago,Longbeach Creek tributary,Not Entered,,764,Longbeach C,1309539,4834343,140,9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16724,26/05/1998,14:15,Department of Conservation Otago,Waikawa River East Branch tributary,Not Entered,,766,Waikawa R,1306515,4844143,300,20.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16725,27/05/1998,11:00,Department of Conservation Otago,Purakaunui River,Not Entered,,757,Purakaunui R,1340141,4840216,1,0.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16729,28/05/1998,13:00,Department of Conservation Otago,Purakaunui River,Not Entered,,757,Purakaunui R,1336334,4842609,60,7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16730,28/05/1998,13:30,Department of Conservation Otago,Purakaunui River,Not Entered,,757,Purakaunui R,1336435,4842409,60,6.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16738,29/05/1998,14:15,Department of Conservation Otago,Hinahina Stream,Not Entered,,756,Hinahina S,1343239,4841523,40,0.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16742,4/06/1998,12:30,Department of Conservation Otago,Nugget Stream,Not Entered,,753.02,Nugget S,1353415,4854249,20,0.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16744,4/06/1998,13:30,Department of Conservation Otago,Unnamed stream,Not Entered,,753.02,Short B,1353312,4855549,10,0,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16746,4/06/1998,15:00,Department of Conservation Otago,Glenomaru Stream,Not Entered,,752.012,Clutha R,1339398,4860222,190,22.8,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16779,20/08/1979,12:05,Department of Conservation Bay of Plenty,Rahopakapaka Stream,Not Entered,,434.44,Waikato R,1874272,5757647,315,274.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16829,25/02/2003,15:00,Department of Conservation Canterbury,Cam River,Not Entered,,664.042,Waimakariri R,1570000,5203379,10,14.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,80,,V1
16831,17/03/2003,13:35,NIWA,Oroua River,Not Entered,,325.08,Manawatu R,1807585,5522492,10,55,Traps - Gee minnow,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16836,17/03/2003,16:00,NIWA,Oroua River,Not Entered,,325.08,Manawatu R,1826087,5549602,140,102.1,Traps - Gee minnow,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16837,17/03/2003,16:30,NIWA,Oroua River,Not Entered,,325.08,Manawatu R,1834389,5554205,190,116.4,Traps - Gee minnow,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16841,18/03/2003,15:00,NIWA,Mangapikopiko Stream,Not Entered,,325.089,Manawatu R,1841688,5569913,320,141.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16851,20/03/2003,9:00,NIWA,Mangaatua Stream tributary,Not Entered,,325.18,Manawatu R,1840994,5531098,70,108.3,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16853,20/03/2003,10:30,NIWA,Makaretu Creek,Not Entered,,325.191,Manawatu R,1837594,5522895,90,128,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16854,20/03/2003,11:00,NIWA,Mangahao River tributary,Not Entered,,325.19,Manawatu R,1836693,5520994,95,130,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16855,20/03/2003,12:00,NIWA,Mangaramarama Creek,Not Entered,,325.201,Manawatu R,1844196,5520094,90,126.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16860,20/03/2003,16:00,NIWA,Otawhao Stream,Not Entered,,325.25,Manawatu R,1856900,5531999,120,139.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16861,4/02/2002,day,Massey University,Kuamahanga Stream,Not Entered,,273.115,Pahaoa R,1834984,5442873,150,91,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
16862,8/01/2003,13:00,NIWA,Ohinemoa Stream,Not Entered,,333.659,Whanganui R,1801372,5725647,240,296,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16863,17/12/2002,13:00,NIWA,Waimiha Stream,Not Entered,,333.658,Whanganui R,1803374,5724749,230,294.7,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16867,18/12/2002,10:00,NIWA,Maramataha River,Not Entered,,333.656,Whanganui R,1802878,5720347,200,287.7,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16869,17/12/2002,11:00,NIWA,Paraketu River,Not Entered,,333.657,Whanganui R,1799576,5721044,230,288.7,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16878,2/03/1999,,Department of Conservation Northland,Waitui Stream,Not Entered,,41,Waitui S,1719137,6104568,50,0.3,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16880,8/03/1999,16:00,Department of Conservation Northland,Waima River tributary,Not Entered,,466.042,Wairoa R,1657812,6047234,220,76.7,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
16881,8/03/1999,9:00,Department of Conservation Northland,Waima River tributary,Not Entered,,466.042,Wairoa R,1658716,6045537,180,70.9,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,11,FALSE,FALSE,,,V1
16882,9/03/1999,15:00,Department of Conservation Northland,Waima River tributary,Not Entered,,466.042,Wairoa R,1657716,6045535,150,69.7,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
16905,17/03/1997,13:00,NIWA,Waipori River tributary,Not Entered,,743.05,Taieri R,1343278,4928559,830,84.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16909,17/03/1997,15:00,NIWA,Waipori River tributary,Not Entered,,743.05,Taieri R,1341479,4927256,700,83,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16910,19/03/1997,10:30,NIWA,Burnt Creek,Not Entered,,743.05,Taieri R,1348593,4920664,450,66.3,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16912,19/03/1997,13:15,NIWA,Waipori River tributary,Not Entered,,743.05,Taieri R,1348494,4919963,460,67.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16917,20/03/1997,11:25,NIWA,Tuapeka River tributary,Not Entered,,752.19,Clutha R,1342692,4919254,590,95.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16922,5/11/1997,9:00,Department of Conservation Southland,Robertson River tributary,Not Entered,,787,Stewart I,1203612,4765482,90,5.7,Traps - Gee minnow,Unknown,Paranephrops,Koura,5,FALSE,FALSE,60,80,V1
16923,5/11/1997,9:30,Department of Conservation Southland,Robertson River tributary,Not Entered,,787,Stewart I,1203712,4765483,90,5.7,Traps - Gee minnow,Unknown,Paranephrops,Koura,7,FALSE,FALSE,40,75,V1
16924,5/11/1997,10:00,Department of Conservation Southland,Robertson River tributary,Not Entered,,787,Stewart I,1203812,4765483,90,5.5,Traps - Gee minnow,Unknown,Paranephrops,Koura,7,FALSE,FALSE,30,75,V1
16929,16/05/1997,,NIWA,Awaroa Stream,Not Entered,,434.19,Waikato R,1782620,5835846,30,93.2,Electric fishing - combination of nets and electric fishing,Unknown,Paranephrops,Koura,91,FALSE,FALSE,,,V1
16931,21/09/1997,14:00,Native Freshwater Fish Club,Momutu Stream,Not Entered,,79.033,Henderson C,1742866,5920373,15,2,Other net - Push net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16933,2/11/1997,13:00,Native Freshwater Fish Club,Opanuku Stream,Not Entered,,79.04,Henderson C,1742176,5915573,20,8,Other net - combination of nets,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16938,25/03/1998,13:00,Native Freshwater Fish Club,Paturoa Stream,Not Entered,,440.04,Paturoa S,1747787,5909784,60,0.5,Other net - Push net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16946,20/08/1998,11:00,Native Freshwater Fish Club,Swanson Stream,Not Entered,,79.03,Henderson C,1743468,5919675,15,0.8,Other net - Push net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16960,18/01/2001,8:10,Fish and Game Nelson Marlborough,Dillon Creek,Not Entered,,601.024,Wairau R,1660390,5382408,440,66.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,70,,V1
16965,30/03/2001,10:30,Fish and Game Nelson Marlborough,Gibsons Creek,Not Entered,,601.023,Wairau R,1666291,5405301,50,38.3,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
16966,13/04/2001,14:30,Fish and Game Nelson Marlborough,Unnamed stream Wakapuaka,Not Entered,,577,Nelson Haven,1630703,5437994,10,4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,80,,V1
16974,12/11/2001,15:30,Fish and Game Nelson Marlborough,Excell Stream,Not Entered,,601,Wairau R,1638698,5396306,185,58.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,23,108,V1
16975,12/11/2001,16:00,Fish and Game Nelson Marlborough,Excell Stream,Not Entered,,601,Wairau R,1637398,5395307,200,60.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,120,V1
16977,19/03/2003,15:00,Boffa Miskell Ltd,Gaden Stream tributary,Not Entered,,80.02,Whau R,1747078,5914483,30,1,Electric fishing - combination of nets and electric fishing,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
16981,1/04/2003,14:00,Boffa Miskell Ltd,Opanuku Stream,Not Entered,,79.04,Henderson C,1742176,5915573,20,8,Electric fishing - combination of nets and electric fishing,Unknown,Paranephrops,Koura,1,FALSE,FALSE,40,,V1
16982,1/04/2003,15:00,Boffa Miskell Ltd,Opanuku Stream,Not Entered,,79.04,Henderson C,1739577,5915268,60,11.2,Electric fishing - combination of nets and electric fishing,Unknown,Paranephrops,Koura,6,FALSE,FALSE,22,32,V1
16984,13/03/2003,12:30,Boffa Miskell Ltd,Oratia Stream,Not Entered,,79.05,Henderson C,1744778,5914478,15,6,Electric fishing - combination of nets and electric fishing,Unknown,Paranephrops,Koura,1,FALSE,FALSE,30,,V1
16985,21/03/2003,13:00,Boffa Miskell Ltd,Oratia Stream,Not Entered,,79.05,Henderson C,1743281,5912975,35,8.5,Electric fishing - combination of nets and electric fishing,Unknown,Paranephrops,Koura,3,FALSE,FALSE,25,50,V1
16989,26/03/2003,15:00,Boffa Miskell Ltd,Swanson Stream,Not Entered,,79.03,Henderson C,1743467,5919875,5,1,Electric fishing - combination of nets and electric fishing,Unknown,Paranephrops,Koura,2,FALSE,FALSE,28,31,V1
